id_emplacement,code_emplacement,id_entrepot,zone,type_emplacement,actif,Volume (m3),Unnamed: 7,floor,position,full_code,x,y,z,dist_from_receipt,dist_from_expedition,total_distance
707,3D-02-01,235,B7-PCK,PICKING,True,,,3D,02-01,3D-02-01,0,0,0,0,8,8
711,3D-02-02,235,B7-PCK,PICKING,True,,,3D,02-02,3D-02-02,0,0,0,0,8,8
715,3D-02-03,235,B7-PCK,PICKING,True,,,3D,02-03,3D-02-03,0,0,0,0,8,8
719,3D-03-01,235,B7-PCK,PICKING,True,,,3D,03-01,3D-03-01,0,0,0,0,8,8
723,3D-03-02,235,B7-PCK,PICKING,True,,,3D,03-02,3D-03-02,0,0,0,0,8,8
727,3D-03-03,235,B7-PCK,PICKING,True,,,3D,03-03,3D-03-03,0,0,0,0,8,8
731,3E-01-01,235,B7-PCK,PICKING,True,,,3E,01-01,3E-01-01,0,0,0,0,8,8
735,3E-01-02,235,B7-PCK,PICKING,True,,,3E,01-02,3E-01-02,0,0,0,0,8,8
739,3E-01-03,235,B7-PCK,PICKING,True,,,3E,01-03,3E-01-03,0,0,0,0,8,8
743,3E-02-01,235,B7-PCK,PICKING,True,,,3E,02-01,3E-02-01,0,0,0,0,8,8
747,3E-02-02,235,B7-PCK,PICKING,True,,,3E,02-02,3E-02-02,0,0,0,0,8,8
751,3E-02-03,235,B7-PCK,PICKING,True,,,3E,02-03,3E-02-03,0,0,0,0,8,8
755,3F-01-01,235,B7-PCK,PICKING,True,,,3F,01-01,3F-01-01,0,0,0,0,8,8
759,3F-01-02,235,B7-PCK,PICKING,True,,,3F,01-02,3F-01-02,0,0,0,0,8,8
763,3F-01-03,235,B7-PCK,PICKING,True,,,3F,01-03,3F-01-03,0,0,0,0,8,8
767,3F-02-01,235,B7-PCK,PICKING,True,,,3F,02-01,3F-02-01,0,0,0,0,8,8
771,3F-02-02,235,B7-PCK,PICKING,True,,,3F,02-02,3F-02-02,0,0,0,0,8,8
775,3F-02-03,235,B7-PCK,PICKING,True,,,3F,02-03,3F-02-03,0,0,0,0,8,8
779,3F-03-01,235,B7-PCK,PICKING,True,,,3F,03-01,3F-03-01,0,0,0,0,8,8
783,3F-03-02,235,B7-PCK,PICKING,True,,,3F,03-02,3F-03-02,0,0,0,0,8,8
787,3F-03-03,235,B7-PCK,PICKING,True,,,3F,03-03,3F-03-03,0,0,0,0,8,8
791,3G-01-01,235,B7-PCK,PICKING,True,,,3G,01-01,3G-01-01,0,0,0,0,8,8
795,3G-01-02,235,B7-PCK,PICKING,True,,,3G,01-02,3G-01-02,0,0,0,0,8,8
799,3G-01-03,235,B7-PCK,PICKING,True,,,3G,01-03,3G-01-03,0,0,0,0,8,8
803,3G-02-01,235,B7-PCK,PICKING,True,,,3G,02-01,3G-02-01,0,0,0,0,8,8
807,3G-02-02,235,B7-PCK,PICKING,True,,,3G,02-02,3G-02-02,0,0,0,0,8,8
811,3G-02-03,235,B7-PCK,PICKING,True,,,3G,02-03,3G-02-03,0,0,0,0,8,8
815,3H-01-01,235,B7-PCK,PICKING,True,,,3H,01-01,3H-01-01,0,0,0,0,8,8
819,3H-01-02,235,B7-PCK,PICKING,True,,,3H,01-02,3H-01-02,0,0,0,0,8,8
823,3H-01-03,235,B7-PCK,PICKING,True,,,3H,01-03,3H-01-03,0,0,0,0,8,8
827,3H-02-01,235,B7-PCK,PICKING,True,,,3H,02-01,3H-02-01,0,0,0,0,8,8
831,3H-02-02,235,B7-PCK,PICKING,True,,,3H,02-02,3H-02-02,0,0,0,0,8,8
835,3H-02-03,235,B7-PCK,PICKING,True,,,3H,02-03,3H-02-03,0,0,0,0,8,8
839,3H-03-01,235,B7-PCK,PICKING,True,,,3H,03-01,3H-03-01,0,0,0,0,8,8
843,3H-03-02,235,B7-PCK,PICKING,True,,,3H,03-02,3H-03-02,0,0,0,0,8,8
847,3H-03-03,235,B7-PCK,PICKING,True,,,3H,03-03,3H-03-03,0,0,0,0,8,8
851,3I-01-01,235,B7-PCK,PICKING,True,,,3I,01-01,3I-01-01,0,0,0,0,8,8
855,3I-01-02,235,B7-PCK,PICKING,True,,,3I,01-02,3I-01-02,0,0,0,0,8,8
859,3I-01-03,235,B7-PCK,PICKING,True,,,3I,01-03,3I-01-03,0,0,0,0,8,8
863,3I-02-01,235,B7-PCK,PICKING,True,,,3I,02-01,3I-02-01,0,0,0,0,8,8
897,3I-02-02,235,B7-PCK,PICKING,True,,,3I,02-02,3I-02-02,0,0,0,0,8,8
901,3I-02-03,235,B7-PCK,PICKING,True,,,3I,02-03,3I-02-03,0,0,0,0,8,8
905,3K-01-01,235,B7-PCK,PICKING,True,,,3K,01-01,3K-01-01,0,0,0,0,8,8
909,3K-01-02,235,B7-PCK,PICKING,True,,,3K,01-02,3K-01-02,0,0,0,0,8,8
913,3K-01-03,235,B7-PCK,PICKING,True,,,3K,01-03,3K-01-03,0,0,0,0,8,8
917,3K-02-01,235,B7-PCK,PICKING,True,,,3K,02-01,3K-02-01,0,0,0,0,8,8
921,3K-02-02,235,B7-PCK,PICKING,True,,,3K,02-02,3K-02-02,0,0,0,0,8,8
925,3K-02-03,235,B7-PCK,PICKING,True,,,3K,02-03,3K-02-03,0,0,0,0,8,8
929,3K-03-01,235,B7-PCK,PICKING,True,,,3K,03-01,3K-03-01,0,0,0,0,8,8
933,3K-03-02,235,B7-PCK,PICKING,True,,,3K,03-02,3K-03-02,0,0,0,0,8,8
937,3K-03-03,235,B7-PCK,PICKING,True,,,3K,03-03,3K-03-03,0,0,0,0,8,8
977,3M-01-01,235,B7-PCK,PICKING,True,,,3M,01-01,3M-01-01,0,0,0,0,8,8
981,3M-01-02,235,B7-PCK,PICKING,True,,,3M,01-02,3M-01-02,0,0,0,0,8,8
985,3M-01-03,235,B7-PCK,PICKING,True,,,3M,01-03,3M-01-03,0,0,0,0,8,8
989,3M-02-01,235,B7-PCK,PICKING,True,,,3M,02-01,3M-02-01,0,0,0,0,8,8
993,3M-02-02,235,B7-PCK,PICKING,True,,,3M,02-02,3M-02-02,0,0,0,0,8,8
997,3M-02-03,235,B7-PCK,PICKING,True,,,3M,02-03,3M-02-03,0,0,0,0,8,8
941,3N-01-01,235,B7-PCK,PICKING,True,,,3N,01-01,3N-01-01,0,1,9,10,16,26
945,3N-01-02,235,B7-PCK,PICKING,True,,,3N,01-02,3N-01-02,0,2,9,11,15,26
949,3N-01-03,235,B7-PCK,PICKING,True,,,3N,01-03,3N-01-03,0,3,9,12,14,26
953,3N-02-01,235,B7-PCK,PICKING,True,,,3N,02-01,3N-02-01,0,1,9,10,16,26
957,3N-02-02,235,B7-PCK,PICKING,True,,,3N,02-02,3N-02-02,0,2,9,11,15,26
961,3N-02-03,235,B7-PCK,PICKING,True,,,3N,02-03,3N-02-03,0,3,9,12,14,26
965,3N-03-01,235,B7-PCK,PICKING,True,,,3N,03-01,3N-03-01,0,1,9,10,16,26
969,3N-03-02,235,B7-PCK,PICKING,True,,,3N,03-02,3N-03-02,0,2,9,11,15,26
973,3N-03-03,235,B7-PCK,PICKING,True,,,3N,03-03,3N-03-03,0,3,9,12,14,26
1001,3P-01-01,235,B7-PCK,PICKING,True,,,3P,01-01,3P-01-01,0,0,0,0,8,8
1005,3P-01-02,235,B7-PCK,PICKING,True,,,3P,01-02,3P-01-02,0,0,0,0,8,8
1009,3P-01-03,235,B7-PCK,PICKING,True,,,3P,01-03,3P-01-03,0,0,0,0,8,8
1013,3P-02-01,235,B7-PCK,PICKING,True,,,3P,02-01,3P-02-01,0,0,0,0,8,8
1017,3P-02-02,235,B7-PCK,PICKING,True,,,3P,02-02,3P-02-02,0,0,0,0,8,8
1021,3P-02-03,235,B7-PCK,PICKING,True,,,3P,02-03,3P-02-03,0,0,0,0,8,8
1025,3Q-01-01,235,B7-PCK,PICKING,True,,,3Q,01-01,3Q-01-01,0,0,0,0,8,8
1029,3Q-01-02,235,B7-PCK,PICKING,True,,,3Q,01-02,3Q-01-02,0,0,0,0,8,8
1033,3Q-01-03,235,B7-PCK,PICKING,True,,,3Q,01-03,3Q-01-03,0,0,0,0,8,8
1037,3Q-02-01,235,B7-PCK,PICKING,True,,,3Q,02-01,3Q-02-01,0,0,0,0,8,8
1041,3Q-02-02,235,B7-PCK,PICKING,True,,,3Q,02-02,3Q-02-02,0,0,0,0,8,8
1045,3Q-02-03,235,B7-PCK,PICKING,True,,,3Q,02-03,3Q-02-03,0,0,0,0,8,8
1049,3Q-03-01,235,B7-PCK,PICKING,True,,,3Q,03-01,3Q-03-01,0,0,0,0,8,8
1053,3Q-03-02,235,B7-PCK,PICKING,True,,,3Q,03-02,3Q-03-02,0,0,0,0,8,8
1057,3Q-03-03,235,B7-PCK,PICKING,True,,,3Q,03-03,3Q-03-03,0,0,0,0,8,8
1061,3R-01-01,235,B7-PCK,PICKING,True,,,3R,01-01,3R-01-01,0,0,0,0,8,8
1065,3R-01-02,235,B7-PCK,PICKING,True,,,3R,01-02,3R-01-02,0,0,0,0,8,8
1069,3R-01-03,235,B7-PCK,PICKING,True,,,3R,01-03,3R-01-03,0,0,0,0,8,8
1073,3R-02-01,235,B7-PCK,PICKING,True,,,3R,02-01,3R-02-01,0,0,0,0,8,8
1077,3R-02-02,235,B7-PCK,PICKING,True,,,3R,02-02,3R-02-02,0,0,0,0,8,8
1081,3R-02-03,235,B7-PCK,PICKING,True,,,3R,02-03,3R-02-03,0,0,0,0,8,8
1085,3S-01-01,235,B7-PCK,PICKING,True,,,3S,01-01,3S-01-01,0,0,0,0,8,8
1089,3S-01-02,235,B7-PCK,PICKING,True,,,3S,01-02,3S-01-02,0,0,0,0,8,8
1101,3S-01-03,235,B7-PCK,PICKING,True,,,3S,01-03,3S-01-03,0,0,0,0,8,8
1105,3S-02-01,235,B7-PCK,PICKING,True,,,3S,02-01,3S-02-01,0,0,0,0,8,8
1108,3S-02-02,235,B7-PCK,PICKING,True,,,3S,02-02,3S-02-02,0,0,0,0,8,8
1112,3S-02-03,235,B7-PCK,PICKING,True,,,3S,02-03,3S-02-03,0,0,0,0,8,8
1116,3S-03-01,235,B7-PCK,PICKING,True,,,3S,03-01,3S-03-01,0,0,0,0,8,8
1120,3S-03-02,235,B7-PCK,PICKING,True,,,3S,03-02,3S-03-02,0,0,0,0,8,8
1124,3S-03-03,235,B7-PCK,PICKING,True,,,3S,03-03,3S-03-03,0,0,0,0,8,8
1128,3T-01-01,235,B7-PCK,PICKING,True,,,3T,01-01,3T-01-01,0,0,0,0,8,8
1132,3T-01-02,235,B7-PCK,PICKING,True,,,3T,01-02,3T-01-02,0,0,0,0,8,8
1136,3T-01-03,235,B7-PCK,PICKING,True,,,3T,01-03,3T-01-03,0,0,0,0,8,8
1140,3T-02-01,235,B7-PCK,PICKING,True,,,3T,02-01,3T-02-01,0,0,0,0,8,8
1144,3T-02-02,235,B7-PCK,PICKING,True,,,3T,02-02,3T-02-02,0,0,0,0,8,8
1148,3T-02-03,235,B7-PCK,PICKING,True,,,3T,02-03,3T-02-03,0,0,0,0,8,8
1152,3V-01-01,235,B7-PCK,PICKING,True,,,3V,01-01,3V-01-01,0,0,0,0,8,8
1156,3V-01-02,235,B7-PCK,PICKING,True,,,3V,01-02,3V-01-02,0,0,0,0,8,8
1160,3V-01-03,235,B7-PCK,PICKING,True,,,3V,01-03,3V-01-03,0,0,0,0,8,8
1164,3V-02-01,235,B7-PCK,PICKING,True,,,3V,02-01,3V-02-01,0,0,0,0,8,8
1168,3V-02-02,235,B7-PCK,PICKING,True,,,3V,02-02,3V-02-02,0,0,0,0,8,8
1172,3V-02-03,235,B7-PCK,PICKING,True,,,3V,02-03,3V-02-03,0,0,0,0,8,8
1176,3V-03-01,235,B7-PCK,PICKING,True,,,3V,03-01,3V-03-01,0,0,0,0,8,8
1180,3V-03-02,235,B7-PCK,PICKING,True,,,3V,03-02,3V-03-02,0,0,0,0,8,8
1184,3V-03-03,235,B7-PCK,PICKING,True,,,3V,03-03,3V-03-03,0,0,0,0,8,8
1188,3W-01-01,235,B7-PCK,PICKING,True,,,3W,01-01,3W-01-01,0,0,0,0,8,8
1192,3W-01-02,235,B7-PCK,PICKING,True,,,3W,01-02,3W-01-02,0,0,0,0,8,8
1196,3W-01-03,235,B7-PCK,PICKING,True,,,3W,01-03,3W-01-03,0,0,0,0,8,8
1200,3W-02-01,235,B7-PCK,PICKING,True,,,3W,02-01,3W-02-01,0,0,0,0,8,8
1204,3W-02-02,235,B7-PCK,PICKING,True,,,3W,02-02,3W-02-02,0,0,0,0,8,8
1208,3W-02-03,235,B7-PCK,PICKING,True,,,3W,02-03,3W-02-03,0,0,0,0,8,8
1212,3W-03-01,235,B7-PCK,PICKING,True,,,3W,03-01,3W-03-01,0,0,0,0,8,8
1216,3W-03-02,235,B7-PCK,PICKING,True,,,3W,03-02,3W-03-02,0,0,0,0,8,8
1220,3W-03-03,235,B7-PCK,PICKING,True,,,3W,03-03,3W-03-03,0,0,0,0,8,8
1224,3W-04-01,235,B7-PCK,PICKING,True,,,3W,04-01,3W-04-01,0,0,0,0,8,8
1228,3W-04-02,235,B7-PCK,PICKING,True,,,3W,04-02,3W-04-02,0,0,0,0,8,8
1232,3W-04-03,235,B7-PCK,PICKING,True,,,3W,04-03,3W-04-03,0,0,0,0,8,8
1236,3W-05-01,235,B7-PCK,PICKING,True,,,3W,05-01,3W-05-01,0,0,0,0,8,8
1240,3W-05-02,235,B7-PCK,PICKING,True,,,3W,05-02,3W-05-02,0,0,0,0,8,8
1244,3W-05-03,235,B7-PCK,PICKING,True,,,3W,05-03,3W-05-03,0,0,0,0,8,8
1248,3X-01-01,235,B7-PCK,PICKING,True,,,3X,01-01,3X-01-01,0,0,0,0,8,8
1252,3X-01-02,235,B7-PCK,PICKING,True,,,3X,01-02,3X-01-02,0,0,0,0,8,8
1256,3X-01-03,235,B7-PCK,PICKING,True,,,3X,01-03,3X-01-03,0,0,0,0,8,8
1260,3X-02-01,235,B7-PCK,PICKING,True,,,3X,02-01,3X-02-01,0,0,0,0,8,8
1264,3X-02-02,235,B7-PCK,PICKING,True,,,3X,02-02,3X-02-02,0,0,0,0,8,8
1268,3X-02-03,235,B7-PCK,PICKING,True,,,3X,02-03,3X-02-03,0,0,0,0,8,8
1272,3X-03-01,235,B7-PCK,PICKING,True,,,3X,03-01,3X-03-01,0,0,0,0,8,8
1276,3X-03-02,235,B7-PCK,PICKING,True,,,3X,03-02,3X-03-02,0,0,0,0,8,8
1280,3X-03-03,235,B7-PCK,PICKING,True,,,3X,03-03,3X-03-03,0,0,0,0,8,8
1284,3X-04-01,235,B7-PCK,PICKING,True,,,3X,04-01,3X-04-01,0,0,0,0,8,8
1288,3X-04-02,235,B7-PCK,PICKING,True,,,3X,04-02,3X-04-02,0,0,0,0,8,8
1292,3X-04-03,235,B7-PCK,PICKING,True,,,3X,04-03,3X-04-03,0,0,0,0,8,8
1301,3X-05-01,235,B7-PCK,PICKING,True,,,3X,05-01,3X-05-01,0,0,0,0,8,8
1304,3X-05-02,235,B7-PCK,PICKING,True,,,3X,05-02,3X-05-02,0,0,0,0,8,8
1308,3X-05-03,235,B7-PCK,PICKING,True,,,3X,05-03,3X-05-03,0,0,0,0,8,8
1331,B07-N(-1),235,B07-SS,RESERVE,True,,,B07,N(-1),B07-N(-1),0,0,0,0,8,8
398,B07-N1-A1,235,B07-N1,RESERVE,True,,,B07,N1-A1,B07-N1-A1,0,0,0,0,8,8
400,B07-N1-A2,235,B07-N1,RESERVE,True,,,B07,N1-A2,B07-N1-A2,0,0,0,0,8,8
402,B07-N1-A3,235,B07-N1,RESERVE,True,,,B07,N1-A3,B07-N1-A3,0,0,0,0,8,8
403,B07-N1-A4,235,B07-N1,RESERVE,True,,,B07,N1-A4,B07-N1-A4,0,0,0,0,8,8
404,B07-N1-A5,235,B07-N1,RESERVE,True,,,B07,N1-A5,B07-N1-A5,0,0,0,0,8,8
405,B07-N1-A6,235,B07-N1,RESERVE,True,,,B07,N1-A6,B07-N1-A6,0,0,0,0,8,8
406,B07-N1-A7,235,B07-N1,RESERVE,True,,,B07,N1-A7,B07-N1-A7,0,0,0,0,8,8
407,B07-N1-A8,235,B07-N1,RESERVE,True,,,B07,N1-A8,B07-N1-A8,0,0,0,0,8,8
408,B07-N1-B1,235,B07-N1,RESERVE,True,,,B07,N1-B1,B07-N1-B1,0,0,0,0,8,8
409,B07-N1-B2,235,B07-N1,RESERVE,True,,,B07,N1-B2,B07-N1-B2,0,0,0,0,8,8
410,B07-N1-B3,235,B07-N1,RESERVE,True,,,B07,N1-B3,B07-N1-B3,0,0,0,0,8,8
1352,B07-N1-B4,235,B07-N1,RESERVE,True,,,B07,N1-B4,B07-N1-B4,0,0,0,0,8,8
878,B07-N1-B5,235,B07-N1,RESERVE,True,,,B07,N1-B5,B07-N1-B5,0,0,0,0,8,8
1090,B07-N1-B6,235,B07-N1,RESERVE,True,,,B07,N1-B6,B07-N1-B6,0,0,0,0,8,8
412,B07-N1-B7,235,B07-N1,RESERVE,True,,,B07,N1-B7,B07-N1-B7,0,0,0,0,8,8
1353,B07-N1-C1,235,B07-N1,RESERVE,True,,,B07,N1-C1,B07-N1-C1,0,0,0,0,8,8
1386,B07-N1-C2,235,B07-N1,RESERVE,True,,,B07,N1-C2,B07-N1-C2,0,0,0,0,8,8
664,B07-N1-C3,235,B07-N1,RESERVE,True,,,B07,N1-C3,B07-N1-C3,0,0,0,0,8,8
885,B07-N1-C4,235,B07-N1,RESERVE,True,,,B07,N1-C4,B07-N1-C4,0,0,0,0,8,8
413,B07-N1-C5,235,B07-N1,RESERVE,True,,,B07,N1-C5,B07-N1-C5,0,0,0,0,8,8
1355,B07-N1-C6,235,B07-N1,RESERVE,True,,,B07,N1-C6,B07-N1-C6,0,0,0,0,8,8
1297,B07-N1-C7,235,B07-N1,RESERVE,True,,,B07,N1-C7,B07-N1-C7,0,0,0,0,8,8
1333,B07-N1-C8,235,B07-N1,RESERVE,True,,,B07,N1-C8,B07-N1-C8,0,0,0,0,8,8
411,B07-N1-C9,235,B07-N1,RESERVE,True,,,B07,N1-C9,B07-N1-C9,0,0,0,0,8,8
667,B07-N1-D1,235,B07-N1,RESERVE,True,,,B07,N1-D1,B07-N1-D1,0,0,0,0,8,8
1334,B07-N1-D2,235,B07-N1,RESERVE,True,,,B07,N1-D2,B07-N1-D2,0,0,0,0,8,8
1324,B07-N1-D3,235,B07-N1,RESERVE,True,,,B07,N1-D3,B07-N1-D3,0,0,0,0,8,8
1389,B07-N1-D4,235,B07-N1,RESERVE,True,,,B07,N1-D4,B07-N1-D4,0,0,0,0,8,8
1398,B07-N1-D5,235,B07-N1,RESERVE,True,,,B07,N1-D5,B07-N1-D5,0,0,0,0,8,8
1390,B07-N1-D6,235,B07-N1,RESERVE,True,,,B07,N1-D6,B07-N1-D6,0,0,0,0,8,8
1314,B07-N1-D7,235,B07-N1,RESERVE,True,,,B07,N1-D7,B07-N1-D7,0,0,0,0,8,8
1372,B07-N1-D8,235,B07-N1,RESERVE,True,,,B07,N1-D8,B07-N1-D8,0,0,0,0,8,8
414,B07-N1-D9,235,B07-N1,RESERVE,True,,,B07,N1-D9,B07-N1-D9,0,0,0,0,8,8
1359,B07-N1-E1,235,B07-N1,RESERVE,True,,,B07,N1-E1,B07-N1-E1,0,0,0,0,8,8
1376,B07-N1-E10,235,B07-N1,RESERVE,True,,,B07,N1-E10,B07-N1-E10,0,0,0,0,8,8
1377,B07-N1-E11,235,B07-N1,RESERVE,True,,,B07,N1-E11,B07-N1-E11,0,0,0,0,8,8
673,B07-N1-E12,235,B07-N1,RESERVE,True,,,B07,N1-E12,B07-N1-E12,0,0,0,0,8,8
1378,B07-N1-E13,235,B07-N1,RESERVE,True,,,B07,N1-E13,B07-N1-E13,0,0,0,0,8,8
1346,B07-N1-E14,235,B07-N1,RESERVE,True,,,B07,N1-E14,B07-N1-E14,0,0,0,0,8,8
1095,B07-N1-E15,235,B07-N1,RESERVE,True,,,B07,N1-E15,B07-N1-E15,0,0,0,0,8,8
1361,B07-N1-E16,235,B07-N1,RESERVE,True,,,B07,N1-E16,B07-N1-E16,0,0,0,0,8,8
674,B07-N1-E17,235,B07-N1,RESERVE,True,,,B07,N1-E17,B07-N1-E17,0,0,0,0,8,8
1298,B07-N1-E18,235,B07-N1,RESERVE,True,,,B07,N1-E18,B07-N1-E18,0,0,0,0,8,8
1336,B07-N1-E19,235,B07-N1,RESERVE,True,,,B07,N1-E19,B07-N1-E19,0,0,0,0,8,8
1374,B07-N1-E2,235,B07-N1,RESERVE,True,,,B07,N1-E2,B07-N1-E2,0,0,0,0,8,8
1335,B07-N1-E3,235,B07-N1,RESERVE,True,,,B07,N1-E3,B07-N1-E3,0,0,0,0,8,8
1360,B07-N1-E4,235,B07-N1,RESERVE,True,,,B07,N1-E4,B07-N1-E4,0,0,0,0,8,8
671,B07-N1-E5,235,B07-N1,RESERVE,True,,,B07,N1-E5,B07-N1-E5,0,0,0,0,8,8
1375,B07-N1-E6,235,B07-N1,RESERVE,True,,,B07,N1-E6,B07-N1-E6,0,0,0,0,8,8
672,B07-N1-E7,235,B07-N1,RESERVE,True,,,B07,N1-E7,B07-N1-E7,0,0,0,0,8,8
866,B07-N1-E8,235,B07-N1,RESERVE,True,,,B07,N1-E8,B07-N1-E8,0,0,0,0,8,8
867,B07-N1-E9,235,B07-N1,RESERVE,True,,,B07,N1-E9,B07-N1-E9,0,0,0,0,8,8
1400,B07-N1-SOL,235,B07-N1,RESERVE,True,,,B07,N1-SOL,B07-N1-SOL,0,0,0,0,8,8
1320,B07-N2-A1,235,B07-N2,RESERVE,True,,,B07,N2-A1,B07-N2-A1,0,0,0,0,8,8
658,B07-N2-A2,235,B07-N2,RESERVE,True,,,B07,N2-A2,B07-N2-A2,0,0,0,0,8,8
401,B07-N2-A3,235,B07-N2,RESERVE,True,,,B07,N2-A3,B07-N2-A3,0,0,0,0,8,8
399,B07-N2-A4,235,B07-N2,RESERVE,True,,,B07,N2-A4,B07-N2-A4,0,0,0,0,8,8
396,B07-N2-A5,235,B07-N2,RESERVE,True,,,B07,N2-A5,B07-N2-A5,0,0,0,0,8,8
395,B07-N2-A6,235,B07-N2,RESERVE,True,,,B07,N2-A6,B07-N2-A6,0,0,0,0,8,8
397,B07-N2-A7,235,B07-N2,RESERVE,True,,,B07,N2-A7,B07-N2-A7,0,0,0,0,8,8
883,B07-N2-A8,235,B07-N2,RESERVE,True,,,B07,N2-A8,B07-N2-A8,0,0,0,0,8,8
660,B07-N2-B1,235,B07-N2,RESERVE,True,,,B07,N2-B1,B07-N2-B1,0,0,0,0,8,8
661,B07-N2-B2,235,B07-N2,RESERVE,True,,,B07,N2-B2,B07-N2-B2,0,0,0,0,8,8
1397,B07-N2-B3,235,B07-N2,RESERVE,True,,,B07,N2-B3,B07-N2-B3,0,0,0,0,8,8
1369,B07-N2-B4,235,B07-N2,RESERVE,True,,,B07,N2-B4,B07-N2-B4,0,0,0,0,8,8
663,B07-N2-B5,235,B07-N2,RESERVE,True,,,B07,N2-B5,B07-N2-B5,0,0,0,0,8,8
1354,B07-N2-B6,235,B07-N2,RESERVE,True,,,B07,N2-B6,B07-N2-B6,0,0,0,0,8,8
1387,B07-N2-B7,235,B07-N2,RESERVE,True,,,B07,N2-B7,B07-N2-B7,0,0,0,0,8,8
884,B07-N2-C1,235,B07-N2,RESERVE,True,,,B07,N2-C1,B07-N2-C1,0,0,0,0,8,8
1296,B07-N2-C2,235,B07-N2,RESERVE,True,,,B07,N2-C2,B07-N2-C2,0,0,0,0,8,8
665,B07-N2-C3,235,B07-N2,RESERVE,True,,,B07,N2-C3,B07-N2-C3,0,0,0,0,8,8
1091,B07-N2-C4,235,B07-N2,RESERVE,True,,,B07,N2-C4,B07-N2-C4,0,0,0,0,8,8
886,B07-N2-C5,235,B07-N2,RESERVE,True,,,B07,N2-C5,B07-N2-C5,0,0,0,0,8,8
1092,B07-N2-C6,235,B07-N2,RESERVE,True,,,B07,N2-C6,B07-N2-C6,0,0,0,0,8,8
666,B07-N2-C7,235,B07-N2,RESERVE,True,,,B07,N2-C7,B07-N2-C7,0,0,0,0,8,8
1312,B07-N2-C8,235,B07-N2,RESERVE,True,,,B07,N2-C8,B07-N2-C8,0,0,0,0,8,8
1332,B07-N2-C9,235,B07-N2,RESERVE,True,,,B07,N2-C9,B07-N2-C9,0,0,0,0,8,8
1370,B07-N2-D1,235,B07-N2,RESERVE,True,,,B07,N2-D1,B07-N2-D1,0,0,0,0,8,8
1371,B07-N2-D2,235,B07-N2,RESERVE,True,,,B07,N2-D2,B07-N2-D2,0,0,0,0,8,8
1093,B07-N2-D3,235,B07-N2,RESERVE,True,,,B07,N2-D3,B07-N2-D3,0,0,0,0,8,8
1313,B07-N2-D4,235,B07-N2,RESERVE,True,,,B07,N2-D4,B07-N2-D4,0,0,0,0,8,8
1388,B07-N2-D5,235,B07-N2,RESERVE,True,,,B07,N2-D5,B07-N2-D5,0,0,0,0,8,8
864,B07-N2-D6,235,B07-N2,RESERVE,True,,,B07,N2-D6,B07-N2-D6,0,0,0,0,8,8
1343,B07-N2-D7,235,B07-N2,RESERVE,True,,,B07,N2-D7,B07-N2-D7,0,0,0,0,8,8
668,B07-N2-D8,235,B07-N2,RESERVE,True,,,B07,N2-D8,B07-N2-D8,0,0,0,0,8,8
865,B07-N2-D9,235,B07-N2,RESERVE,True,,,B07,N2-D9,B07-N2-D9,0,0,0,0,8,8
1399,B07-N2-E1,235,B07-N2,RESERVE,True,,,B07,N2-E1,B07-N2-E1,0,0,0,0,8,8
1321,B07-N2-E10,235,B07-N2,RESERVE,True,,,B07,N2-E10,B07-N2-E10,0,0,0,0,8,8
1358,B07-N2-E11,235,B07-N2,RESERVE,True,,,B07,N2-E11,B07-N2-E11,0,0,0,0,8,8
1326,B07-N2-E12,235,B07-N2,RESERVE,True,,,B07,N2-E12,B07-N2-E12,0,0,0,0,8,8
1344,B07-N2-E13,235,B07-N2,RESERVE,True,,,B07,N2-E13,B07-N2-E13,0,0,0,0,8,8
1391,B07-N2-E14,235,B07-N2,RESERVE,True,,,B07,N2-E14,B07-N2-E14,0,0,0,0,8,8
1315,B07-N2-E15,235,B07-N2,RESERVE,True,,,B07,N2-E15,B07-N2-E15,0,0,0,0,8,8
1345,B07-N2-E16,235,B07-N2,RESERVE,True,,,B07,N2-E16,B07-N2-E16,0,0,0,0,8,8
1094,B07-N2-E17,235,B07-N2,RESERVE,True,,,B07,N2-E17,B07-N2-E17,0,0,0,0,8,8
890,B07-N2-E18,235,B07-N2,RESERVE,True,,,B07,N2-E18,B07-N2-E18,0,0,0,0,8,8
670,B07-N2-E19,235,B07-N2,RESERVE,True,,,B07,N2-E19,B07-N2-E19,0,0,0,0,8,8
887,B07-N2-E2,235,B07-N2,RESERVE,True,,,B07,N2-E2,B07-N2-E2,0,0,0,0,8,8
888,B07-N2-E3,235,B07-N2,RESERVE,True,,,B07,N2-E3,B07-N2-E3,0,0,0,0,8,8
1356,B07-N2-E4,235,B07-N2,RESERVE,True,,,B07,N2-E4,B07-N2-E4,0,0,0,0,8,8
1357,B07-N2-E5,235,B07-N2,RESERVE,True,,,B07,N2-E5,B07-N2-E5,0,0,0,0,8,8
1325,B07-N2-E6,235,B07-N2,RESERVE,True,,,B07,N2-E6,B07-N2-E6,0,0,0,0,8,8
1373,B07-N2-E7,235,B07-N2,RESERVE,True,,,B07,N2-E7,B07-N2-E7,0,0,0,0,8,8
669,B07-N2-E8,235,B07-N2,RESERVE,True,,,B07,N2-E8,B07-N2-E8,0,0,0,0,8,8
889,B07-N2-E9,235,B07-N2,RESERVE,True,,,B07,N2-E9,B07-N2-E9,0,0,0,0,8,8
